Date,Ret_10,Std_10,Ret_15,Std_15,Ret_20,Std_20,Ret_25,Std_25,Ret_30,Std_30,Ret_35,Std_35,Ret_40,Std_40,Ret_45,Std_45,Ret_50,Std_50,Ret_55,Std_55,Ret_60,Std_60,Target
2000-03-28,0.102992166161755,0.01680829019234207,0.09990878522891578,0.017161327683081234,0.09706302221739982,0.016530718480873834,0.11518887093226038,0.016098924934810736,0.08216762671326716,0.01594928529261305,0.06176752481725245,0.01589066082192508,0.08171966257234864,0.015078924543474384,0.07613693727850901,0.015691578296646243,0.030012249901367305,0.01574163475455637,0.03833919149245002,0.01536764872795832,0.030650129151981176,0.017420327005891398,1
2000-03-29,0.080963845853951,0.016387977456258453,0.10219782225104179,0.017095964894065133,0.09084678896706944,0.01654171250345014,0.10448331114080389,0.016043600228662653,0.07195224623513408,0.01587017654635935,0.04928513831824066,0.015758684604934643,0.07294947251521489,0.015026851503717117,0.0658788563351278,0.01562330733171714,0.03894454185962637,0.01569383128664089,0.03594859564831676,0.015363171654624303,0.041519472681438074,0.01736734714601219,0
2000-03-30,0.018426765797497247,0.011733772031258255,0.056512382685921736,0.016967313934172834,0.07328904462792885,0.017210059676843973,0.10794542448859001,0.01583671756413663,0.06991097559356962,0.015950803223283058,0.053632421881252945,0.01559126302516735,0.05518195666472181,0.015315099157984107,0.05695593453842829,0.015801217227058538,0.013952471099440089,0.01585272493658908,0.031106002829506707,0.015450883017384166,0.06453016837318071,0.01669710887580679,1
2000-03-31,0.023124696523958654,0.012035026002591745,0.0731350898946328,0.01687274594221977,0.06602425669588552,0.0169541070852483,0.12285694874295228,0.015805830858659786,0.08638076916365289,0.015966658813807034,0.06292911160378356,0.015678213487334457,0.05151549694536062,0.015242586367978804,0.07224375415121997,0.015849646903080227,0.04066248152081897,0.015762521206918283,0.05238908526862662,0.015447941991769902,0.07402809796586318,0.016748914964643962,1
2000-04-03,0.034044319575379234,0.01177865217282702,0.08992546613869568,0.016292108657247454,0.0816177663543689,0.016676613097871027,0.10789921226572563,0.015460344784375472,0.11388561243579876,0.015281437670965382,0.08924940485741573,0.015200286085092942,0.06147305392418101,0.015232719760145078,0.10973734856407447,0.015023466978539892,0.04862594586818947,0.01577208314604952,0.04473908941670146,0.015367542380855479,0.09603221361508751,0.016600920695774384,0
2000-04-04,0.0062644693986193545,0.010560351190492284,0.09676691729572173,0.015770562721000955,0.09368353636288251,0.015981199077107884,0.09083777335136656,0.015593573085462034,0.10896362206622712,0.015377971095754086,0.0759423778472339,0.015281748222239959,0.05554227595121919,0.015292135531002251,0.07549441370631538,0.014624607518847426,0.06991168841247575,0.015231406837156215,0.023787001035334043,0.015307151465424206,0.03211394262641676,0.014994476625644659,0
2000-04-05,-0.006056242738660345,0.010575186923533758,0.06744017161690863,0.015377088796912545,0.08867414801399942,0.016117853987815234,0.07732311473002706,0.01569688441835373,0.09095963690376152,0.015401954326338412,0.058428571998091705,0.015262426625485706,0.03576146408119829,0.015209503245904843,0.059425798278172515,0.014617845597827717,0.05235518209808543,0.015201004946996357,0.025420867622583998,0.015292262572121169,0.02242492141127439,0.015014991709356492,1
2000-04-06,-0.014329093562257533,0.009297516895143998,0.030439569657841226,0.01049572163680062,0.06852518654626572,0.01511274757010269,0.08530184848827282,0.01572679675674114,0.11995822834893399,0.014781848155355626,0.0819237794539136,0.015029874935769056,0.06564522574159692,0.014824055536136221,0.06719476052506579,0.014658424847212347,0.06896873839877227,0.015181711287915097,0.025965274959784068,0.015297480541655202,0.043118806689850686,0.014962631437262763,1
2000-04-07,-0.013934681362314905,0.009332938833345196,0.030165572974115484,0.010487457460392745,0.08017596634478963,0.014981135956748017,0.07306513314604235,0.015423520686577633,0.1298978251931091,0.014716299859916092,0.09342164561380972,0.014986150221017127,0.06996998805394039,0.01484241481174057,0.05855637339551745,0.014534205458650999,0.0792846306013768,0.015177174581080324,0.0477033579709758,0.015159349686629455,0.05942996171878345,0.014912720658665323,1
2000-04-10,-0.007224668139736323,0.008821619290426718,0.031354541096208166,0.010434090065481941,0.08723568765952461,0.014689513542892956,0.07892798787519784,0.015265919764037093,0.10520943378655456,0.014453789324919428,0.11119583395662769,0.014426690384806994,0.08655962637824466,0.01443030849717262,0.05878327544500994,0.01453230867397785,0.1070475700849034,0.014424055681537165,0.0459361673890184,0.015167758046461331,0.04204931093753039,0.014835155888113407,1
2000-04-11,-0.004353823795566036,0.00868455331963839,0.00813589446908658,0.009184967558258825,0.09863834236618896,0.0141377040642548,0.09555496143334974,0.014583189699498879,0.09270919842183378,0.014452393736625024,0.11083504713669434,0.014431026578634853,0.07781380291770112,0.014439419021659074,0.057413701021686414,0.01453982685973351,0.0773658387767826,0.01399381535888068,0.07178311348294297,0.014624780741845471,0.02565842610580127,0.014746378509939038,0
2000-04-12,-0.033196332572215326,0.012214452595679891,-0.0257289010738333,0.011582034841044789,0.047767513281735674,0.015237514704082066,0.06900148967882647,0.01587790433690904,0.05765045639485411,0.015484968499835706,0.07128697856858857,0.01526428084799127,0.03875591366291875,0.015099641922351241,0.016088805746025336,0.015045395392808176,0.03975313994299956,0.014541154891821317,0.032682523762912474,0.015073781282968945,0.0057482092874110435,0.015155263587545136,0
2000-04-13,-0.030298840946491268,0.01188698705235169,-0.05664073836909278,0.010747851059800747,-0.011872075148994021,0.011764232238368998,0.026213541739430468,0.015247112412210872,0.04299020368143758,0.015754585543543975,0.07764658354209875,0.015026033054566313,0.039612134647078356,0.01507724710256733,0.023333580934761677,0.014846613802970891,0.024883115718230542,0.014690540600094589,0.02665709359193702,0.015158744587691753,-0.01634636984705118,0.015225470222883557,0
2000-04-14,-0.10047738574967902,0.020262147133219298,-0.12145294356215075,0.017486930611320277,-0.07735268922572036,0.017415120249974755,-0.027342295855046217,0.019383083748171884,-0.034453129053793496,0.018886546945675795,0.02237956299327326,0.018222310374871264,-0.014096616586026123,0.017788938479660694,-0.037548274145895455,0.017283592624645794,-0.0489618888043184,0.01677223405251322,-0.02823363159845904,0.017137433245381466,-0.059814904228860044,0.016900705529589236,1
2000-04-17,-0.07194909155580653,0.02433976512907913,-0.07648398121637179,0.020598047668503715,-0.0379047719804273,0.019388245872293812,0.017976374582889143,0.020505816148214197,0.009668674798562371,0.0198819972462353,0.0359501207099191,0.01879829662455116,0.04193652087999222,0.018264437039167074,0.017300313301609194,0.017790493957928345,-0.010476037631625523,0.01749119745871761,0.037788257008267934,0.017225158654727405,-0.023323145687617064,0.017503936558744396,1
2000-04-18,-0.0384052975359257,0.026512693090437505,-0.04463054640195896,0.022109805507064897,-0.03214082813730634,0.01977473749039643,0.058361619759796035,0.020860413493949525,0.055278238826956816,0.020054539965234625,0.05243247581544086,0.019220962625669136,0.07055832453030142,0.018676110957789403,0.0375370803113082,0.01818300374553446,0.01713697841529349,0.01788008799386929,0.03708911617038968,0.01720579556113311,0.03150639087655005,0.017429180369204694,0
2000-04-19,-0.04148600047647655,0.026561841024926095,-0.05500967471351892,0.02213776174690134,-0.04754224321513689,0.019760483134646276,0.02595417114043208,0.020522879988570122,0.04718814753752287,0.020151787566440593,0.03583711425355052,0.019279495397444703,0.04947363642728497,0.01868488668509419,0.016942571521615157,0.018174075636544145,-0.005724536395278257,0.01782857064631798,0.017939797801695967,0.01721137543740343,0.010869181621608881,0.01741672717629917,1
