,date,open,high,low,close,volume
49,2012-03-14,5490.55,5499.40,5437.80,5463.90,181714000
50,2012-03-15,5462.50,5462.50,5362.30,5380.50,160258000
51,2012-03-16,5380.35,5445.65,5305.00,5317.90,267520992
52,2012-03-19,5337.35,5340.70,5238.55,5257.05,179877008
53,2012-03-20,5257.15,5297.35,5233.25,5274.85,181344992
54,2012-03-21,5267.20,5372.35,5256.00,5364.95,199788000
55,2012-03-22,5361.10,5385.95,5205.65,5228.45,205580992
56,2012-03-23,5255.65,5312.00,5220.00,5278.20,172739008
57,2012-03-26,5274.35,5274.95,5174.90,5184.25,169786000
58,2012-03-27,5242.95,5277.95,5184.65,5243.15,208775008
59,2012-03-28,5231.70,5236.55,5169.60,5194.75,145804000
60,2012-03-29,5145.95,5194.30,5135.95,5178.85,242558000
61,2012-03-30,5206.60,5307.10,5203.65,5295.55,164790000
62,2012-04-02,5296.35,5331.55,5278.80,5317.90,134538000
63,2012-04-03,5353.20,5378.75,5344.45,5358.50,152496000
64,2012-04-04,5328.65,5338.40,5305.30,5322.90,122106000
65,2012-04-09,5282.50,5287.90,5228.00,5234.40,111915000
66,2012-04-10,5254.10,5255.80,5211.85,5243.60,156106992
67,2012-04-11,5209.45,5263.65,5190.80,5226.85,167014000
68,2012-04-12,5246.75,5290.60,5246.75,5276.85,152685008
69,2012-04-13,5255.70,5306.75,5185.40,5207.45,164226000
70,2012-04-16,5190.60,5233.50,5183.50,5226.20,119730000
71,2012-04-17,5266.60,5298.20,5208.35,5289.70,178894992
72,2012-04-18,5320.70,5342.00,5293.45,5300.00,152743008
73,2012-04-19,5320.60,5342.45,5291.30,5332.40,133550000
74,2012-04-20,5313.95,5336.15,5245.45,5290.85,135252992
75,2012-04-23,5277.40,5310.55,5187.15,5200.60,138042000
76,2012-04-24,5215.90,5232.35,5180.35,5222.65,155675008
77,2012-04-25,5222.20,5236.10,5160.65,5202.00,142910992
78,2012-04-26,5214.75,5215.60,5179.05,5189.00,185899008
79,2012-04-27,5189.00,5223.05,5154.30,5190.60,128759000
80,2012-04-30,5201.45,5262.15,5201.45,5248.15,108139008
81,2012-05-02,5254.30,5279.60,5226.45,5239.15,119333000
82,2012-05-03,5211.20,5217.30,5180.65,5188.40,118574000
83,2012-05-04,5166.65,5177.20,5070.60,5086.85,153305008
84,2012-05-07,5017.80,5124.75,4988.00,5114.15,168272000
85,2012-05-08,5114.70,5119.95,4983.60,4999.95,164263008
86,2012-05-09,4967.90,5016.25,4956.45,4974.80,180441008
87,2012-05-10,4984.15,5039.30,4950.30,4965.70,141030992
88,2012-05-11,4938.85,4976.25,4906.15,4928.90,138526000
89,2012-05-14,4934.35,4957.20,4874.50,4907.80,126952000
90,2012-05-15,4869.85,4955.20,4868.55,4942.80,142120000
91,2012-05-16,4875.30,4882.25,4837.05,4858.25,165049008
92,2012-05-17,4878.60,4922.25,4850.20,4870.20,155654000
93,2012-05-18,4796.40,4908.50,4788.95,4891.45,154509008
94,2012-05-21,4888.50,4937.50,4888.50,4906.05,116507000
95,2012-05-22,4954.70,4956.35,4849.90,4860.50,130808000
96,2012-05-23,4843.00,4853.75,4803.95,4835.65,136108000
97,2012-05-24,4863.40,4931.90,4830.15,4921.40,140475008
98,2012-05-25,4905.95,4935.80,4889.35,4920.40,118191000
99,2012-05-28,4931.70,4994.95,4931.30,4985.65,97261000
100,2012-05-29,5005.35,5020.15,4982.15,4990.10,124220000
101,2012-05-30,4964.25,4982.25,4944.90,4950.75,146004992
102,2012-05-31,4896.10,4949.25,4883.55,4924.25,296911008
103,2012-06-01,4910.85,4925.00,4831.75,4841.60,138767008
104,2012-06-04,4797.30,4858.30,4770.35,4848.15,152340000
105,2012-06-05,4869.45,4898.95,4847.70,4863.30,141477008
106,2012-06-06,4886.65,5010.45,4886.15,4997.10,185340000
107,2012-06-07,5035.35,5059.65,5007.75,5049.65,150558000
108,2012-06-08,5044.25,5084.45,4994.80,5068.35,138388992
109,2012-06-11,5096.70,5124.45,5040.70,5054.10,125615000
110,2012-06-12,5015.50,5128.90,5015.15,5115.90,135478000
111,2012-06-13,5117.55,5144.90,5095.45,5121.45,125668000
112,2012-06-14,5105.10,5130.00,5047.60,5054.75,118353000
113,2012-06-15,5069.55,5146.20,5069.15,5139.05,155437008
114,2012-06-18,5174.00,5190.20,5041.70,5064.25,153460992
115,2012-06-19,5050.80,5113.60,5048.10,5103.85,149416000
116,2012-06-20,5114.55,5141.70,5100.70,5120.55,160506000
117,2012-06-21,5097.35,5170.40,5093.45,5165.00,142992992
118,2012-06-22,5101.75,5159.80,5094.00,5146.05,159746992
119,2012-06-25,5158.50,5194.60,5105.65,5114.65,123503000
120,2012-06-26,5107.45,5134.55,5095.50,5120.80,99405000
121,2012-06-27,5149.45,5160.10,5129.25,5141.90,112269000
122,2012-06-28,5148.95,5159.05,5125.30,5149.15,143074000
123,2012-06-29,5191.25,5286.25,5189.00,5278.90,226524000
124,2012-07-02,5283.85,5302.15,5263.35,5278.60,126161000
125,2012-07-03,5298.85,5317.00,5265.95,5287.95,133117000
126,2012-07-04,5310.40,5317.65,5273.30,5302.55,155996000
127,2012-07-05,5297.05,5333.65,5288.85,5327.30,118915000
128,2012-07-06,5324.70,5327.20,5287.75,5316.95,113300992
129,2012-07-09,5283.70,5300.60,5257.75,5275.15,101170000
130,2012-07-10,5286.60,5348.55,5284.55,5345.35,123948000
131,2012-07-11,5315.25,5336.45,5300.25,5306.30,113531000
132,2012-07-12,5240.00,5261.75,5217.70,5235.25,131191000
133,2012-07-13,5242.75,5267.15,5216.85,5227.25,99045000
134,2012-07-16,5232.35,5246.85,5190.45,5197.25,106313000
135,2012-07-17,5228.05,5236.70,5181.70,5192.85,111768000
136,2012-07-18,5199.10,5222.85,5169.05,5216.30,109647008
137,2012-07-19,5249.85,5257.75,5233.15,5242.70,109769000
138,2012-07-20,5233.55,5238.70,5197.50,5205.10,89729000
139,2012-07-23,5163.25,5164.20,5108.10,5117.95,104770000
140,2012-07-24,5128.80,5144.00,5103.25,5128.20,116517000
141,2012-07-25,5118.40,5121.60,5076.60,5109.60,130966000
142,2012-07-26,5126.30,5126.30,5032.40,5043.00,180132000
143,2012-07-27,5124.30,5149.95,5077.50,5099.85,131948000
144,2012-07-30,5129.75,5206.60,5129.75,5199.80,117524000
145,2012-07-31,5214.85,5234.55,5154.05,5229.00,147060000
146,2012-08-01,5220.70,5246.35,5212.65,5240.50,113816000
147,2012-08-02,5233.10,5236.90,5209.95,5227.75,92972000
148,2012-08-03,5195.60,5220.20,5164.65,5215.70,112919000
149,2012-08-06,5260.85,5293.20,5260.85,5282.55,103148000
150,2012-08-07,5295.40,5350.10,5281.65,5336.70,130432000
151,2012-08-08,5345.25,5377.60,5331.05,5338.00,165954992
152,2012-08-09,5348.30,5368.20,5312.10,5322.95,181420000
153,2012-08-10,5308.20,5330.10,5294.10,5320.40,130091000
154,2012-08-13,5316.35,5352.45,5309.05,5347.90,107579000
155,2012-08-14,5343.25,5387.05,5328.80,5380.35,109794000
156,2012-08-16,5385.95,5390.65,5356.65,5362.95,133997000
157,2012-08-17,5368.60,5399.95,5341.70,5366.30,134984992
158,2012-08-21,5368.70,5425.15,5368.70,5421.00,124343000
159,2012-08-22,5395.75,5433.35,5394.80,5412.85,103104000
160,2012-08-23,5426.15,5448.60,5393.85,5415.35,127996000
161,2012-08-24,5392.60,5399.65,5371.00,5386.70,114347000
162,2012-08-27,5387.85,5399.15,5346.65,5350.25,89988000
163,2012-08-28,5348.05,5359.25,5312.60,5334.60,123684000
164,2012-08-29,5343.85,5345.50,5282.70,5287.80,157470992
165,2012-08-30,5268.60,5342.80,5255.05,5315.05,226494000
166,2012-08-31,5298.20,5303.25,5238.90,5258.50,167394000
167,2012-09-03,5276.50,5295.80,5243.15,5253.75,110381000
168,2012-09-04,5249.15,5278.35,5233.20,5274.00,106317000
169,2012-09-05,5243.90,5259.50,5215.70,5225.70,126162000
170,2012-09-06,5217.65,5260.60,5217.65,5238.40,134009008
171,2012-09-07,5309.45,5347.15,5309.20,5342.10,149585008
172,2012-09-10,5361.90,5375.45,5349.10,5363.45,109608000
173,2012-09-11,5336.10,5393.35,5332.10,5390.00,112878000
174,2012-09-12,5404.45,5435.55,5393.95,5431.00,139920992
175,2012-09-13,5435.20,5447.45,5421.85,5435.35,110774000
176,2012-09-14,5528.35,5586.65,5526.95,5577.65,233783008
177,2012-09-17,5631.75,5652.20,5585.15,5610.00,258912992
178,2012-09-18,5602.40,5620.55,5586.45,5600.05,175489008
179,2012-09-20,5536.95,5581.35,5534.90,5554.25,165685008
180,2012-09-21,5577.00,5720.00,5575.45,5691.15,278024000
181,2012-09-24,5691.95,5709.85,5662.75,5669.60,210419008
182,2012-09-25,5674.90,5702.70,5652.45,5673.90,341386976
183,2012-09-26,5653.40,5672.80,5638.65,5663.45,170771008
184,2012-09-27,5673.75,5693.70,5639.70,5649.50,238992000
185,2012-09-28,5684.80,5735.15,5683.45,5703.30,173260992
186,2012-10-01,5704.75,5722.95,5694.00,5718.80,128043000
187,2012-10-03,5727.70,5743.25,5715.80,5731.25,173218000
188,2012-10-04,5751.55,5807.25,5751.35,5787.60,179194000
189,2012-10-05,5815.00,5815.35,5706.00,5746.95,255570000
190,2012-10-08,5751.85,5751.85,5666.20,5676.00,142318992
191,2012-10-09,5708.15,5728.65,5677.90,5704.60,119300000
192,2012-10-10,5671.15,5686.50,5647.05,5652.15,126294000
193,2012-10-11,5663.50,5721.10,5636.95,5708.05,148284000
194,2012-10-12,5681.70,5725.00,5659.35,5676.05,130077000
195,2012-10-15,5674.25,5693.70,5651.05,5687.25,93693000
196,2012-10-16,5705.60,5714.00,5635.60,5648.00,117416000
197,2012-10-17,5681.10,5684.35,5633.90,5660.25,123974000
198,2012-10-18,5675.30,5722.50,5650.55,5718.70,144098000
199,2012-10-19,5703.30,5711.70,5660.00,5684.25,124263000
200,2012-10-22,5667.60,5721.55,5658.05,5717.15,103372000
201,2012-10-23,5715.65,5720.80,5681.45,5691.40,81501008
202,2012-10-25,5688.80,5718.75,5685.70,5705.30,158343008
203,2012-10-26,5683.55,5697.20,5641.75,5664.30,101664000
204,2012-10-29,5665.20,5698.30,5645.10,5665.60,93556000
205,2012-10-30,5656.35,5689.90,5589.90,5597.90,116679000
206,2012-10-31,5596.75,5624.40,5583.05,5619.70,112075000
207,2012-11-01,5609.85,5649.75,5601.95,5645.05,107393000
208,2012-11-02,5696.35,5711.30,5682.55,5697.70,111163000
209,2012-11-05,5693.05,5709.20,5679.50,5704.20,74829000
210,2012-11-06,5694.10,5730.80,5693.65,5724.40,115019000
211,2012-11-07,5718.60,5777.30,5711.40,5760.10,133741000
212,2012-11-08,5709.00,5744.50,5693.95,5738.75,117590000
213,2012-11-09,5731.10,5751.70,5677.75,5686.25,98763000
214,2012-11-12,5688.45,5718.90,5665.75,5683.70,92703000
215,2012-11-13,5689.70,5698.25,5660.35,5666.95,16517000
216,2012-11-15,5650.35,5651.65,5603.55,5631.00,133979000
217,2012-11-16,5624.80,5650.15,5559.80,5574.05,121901000
218,2012-11-19,5577.30,5592.75,5549.25,5571.40,106988000
219,2012-11-20,5604.80,5613.70,5548.35,5571.55,107481000
220,2012-11-21,5582.50,5620.20,5561.40,5614.80,105149000
221,2012-11-22,5628.60,5643.35,5608.00,5627.75,94059008
222,2012-11-23,5635.45,5637.75,5593.55,5626.60,85082000
223,2012-11-26,5648.65,5649.20,5623.45,5635.90,79291000
224,2012-11-27,5658.50,5733.20,5658.00,5727.45,134408000
225,2012-11-29,5736.70,5833.50,5736.10,5825.00,207295008
226,2012-11-30,5836.00,5885.25,5827.85,5879.85,257048000
227,2012-12-03,5878.25,5899.15,5854.60,5870.95,113423000
228,2012-12-04,5866.80,5894.95,5859.00,5889.25,131020000
229,2012-12-05,5906.60,5917.80,5891.35,5900.50,139654000
230,2012-12-06,5926.30,5942.55,5838.90,5930.90,140266992
231,2012-12-07,5934.00,5949.85,5888.65,5907.40,127607000
232,2012-12-10,5916.05,5919.95,5888.10,5908.90,95976000
233,2012-12-11,5923.80,5965.15,5865.45,5898.80,137415008
234,2012-12-12,5917.80,5924.60,5874.25,5888.00,132666000
235,2012-12-13,5900.35,5907.45,5841.35,5851.50,136616000
236,2012-12-14,5846.90,5886.10,5839.15,5879.60,115160000
237,2012-12-17,5860.50,5886.05,5850.15,5857.90,109547008
238,2012-12-18,5873.60,5905.80,5823.15,5896.80,148907008
239,2012-12-19,5917.30,5939.40,5910.80,5929.60,149439008
240,2012-12-20,5934.45,5937.60,5881.45,5916.40,123910992
241,2012-12-21,5888.00,5888.00,5841.65,5847.70,141152992
242,2012-12-24,5869.00,5871.90,5844.70,5855.75,85337000
243,2012-12-26,5864.95,5917.30,5859.55,5905.60,83871000
244,2012-12-27,5930.20,5930.80,5864.70,5870.10,139612992
245,2012-12-28,5887.15,5915.75,5879.50,5908.35,89669000
246,2012-12-31,5901.20,5919.00,5897.15,5905.10,64810000
247,2013-01-01,5937.65,5963.90,5935.20,5950.85,77903008
248,2013-01-02,5982.60,6006.05,5982.00,5993.25,116057000
249,2013-01-03,6015.80,6017.00,5986.55,6009.50,99990000
250,2013-01-04,6011.95,6020.75,5981.55,6016.15,113233000
251,2013-01-07,6042.15,6042.15,5977.15,5988.40,110248000
252,2013-01-08,5983.45,6007.05,5964.40,6001.70,109938000
253,2013-01-09,6006.20,6020.10,5958.45,5971.50,129636000
254,2013-01-10,5998.80,6005.15,5947.30,5968.65,129767000
255,2013-01-11,6012.40,6018.85,5940.60,5951.30,128022000
256,2013-01-14,5967.20,6036.90,5962.15,6024.05,134711008
257,2013-01-15,6037.85,6068.50,6018.60,6056.60,138364000
258,2013-01-16,6049.00,6055.95,5992.05,6001.85,128986000
259,2013-01-17,6001.25,6053.20,5988.10,6039.20,178954992
260,2013-01-18,6059.85,6083.40,6048.30,6064.40,186460992
261,2013-01-21,6085.75,6094.35,6065.10,6082.30,130866000
262,2013-01-22,6080.15,6101.30,6040.50,6048.50,129042000
263,2013-01-23,6052.85,6069.80,6021.15,6054.30,136988992
264,2013-01-24,6046.20,6065.30,6007.85,6019.35,185210000
265,2013-01-25,6024.50,6080.55,6014.45,6074.65,147587008
266,2013-01-28,6082.10,6088.40,6061.40,6074.80,113113000
267,2013-01-29,6064.70,6111.80,6042.45,6049.90,157554000
268,2013-01-30,6065.00,6071.95,6044.15,6055.75,124222992
269,2013-01-31,6045.65,6058.05,6025.15,6034.75,168516992
270,2013-02-01,6040.95,6052.95,5983.20,5998.90,159270992
271,2013-02-04,6025.20,6038.50,5981.25,5987.25,141742000
272,2013-02-05,5948.20,5970.35,5946.90,5956.90,136228000
273,2013-02-06,5988.05,5990.90,5953.15,5959.20,157816000
274,2013-02-07,5936.45,5978.50,5927.60,5938.80,157646992
275,2013-02-08,5929.10,5953.70,5883.65,5903.50,192606992
276,2013-02-11,5920.05,5924.15,5879.10,5897.85,121959000
277,2013-02-12,5894.35,5927.65,5886.45,5922.50,142845008
278,2013-02-13,5943.15,5969.50,5922.95,5932.95,142637008
279,2013-02-14,5933.20,5940.20,5884.55,5896.95,143831008
280,2013-02-15,5869.95,5899.95,5853.90,5887.40,125092000
281,2013-02-18,5888.65,5911.00,5878.45,5898.20,114284000
282,2013-02-19,5900.20,5947.55,5883.15,5939.70,100985008
283,2013-02-20,5966.30,5971.00,5937.55,5943.05,135354000
284,2013-02-21,5909.65,5921.15,5844.40,5852.25,159401008
285,2013-02-22,5837.95,5873.80,5835.80,5850.30,157046992
286,2013-02-25,5870.55,5878.40,5825.00,5854.75,125129000
287,2013-02-26,5838.30,5838.85,5748.60,5761.35,157360000
288,2013-02-27,5784.90,5818.20,5749.70,5796.90,175166000
289,2013-02-28,5834.35,5849.90,5671.90,5693.05,334853024
290,2013-03-01,5702.45,5739.45,5679.90,5719.70,174518000
291,2013-03-04,5704.70,5712.00,5663.60,5698.50,144887008
292,2013-03-05,5722.45,5790.10,5722.40,5784.25,154406000
293,2013-03-06,5816.40,5828.70,5795.05,5818.60,156900992
294,2013-03-07,5801.30,5878.00,5801.30,5863.30,134680000
295,2013-03-08,5883.65,5952.85,5883.00,5945.70,150781008
296,2013-03-11,5946.10,5971.20,5930.35,5942.35,125385000
297,2013-03-12,5944.60,5952.00,5893.65,5914.10,115944000
298,2013-03-13,5884.80,5893.85,5842.25,5851.20,116711000
299,2013-03-14,5845.95,5920.15,5791.75,5908.95,149008000
300,2013-03-15,5914.90,5945.65,5861.00,5872.60,152156992
301,2013-03-18,5816.75,5850.20,5814.35,5835.25,102662992
302,2013-03-19,5859.50,5863.60,5724.30,5745.95,182312000
303,2013-03-20,5740.55,5745.30,5682.30,5694.40,187624992
304,2013-03-21,5705.90,5757.75,5647.95,5658.75,179178000
305,2013-03-22,5659.80,5691.45,5631.80,5651.35,165292992
306,2013-03-25,5707.30,5718.40,5624.40,5633.85,150388992
307,2013-03-26,5613.75,5655.30,5612.05,5641.60,126501000
308,2013-03-28,5647.75,5692.95,5604.85,5682.55,209659008
309,2013-04-01,5697.35,5720.95,5675.90,5704.40,97780000
310,2013-04-02,5701.70,5754.60,5687.15,5748.10,106424000
311,2013-04-03,5740.20,5744.95,5650.10,5672.90,140713008
312,2013-04-04,5640.65,5644.45,5565.65,5574.75,134586992
313,2013-04-05,5568.10,5577.30,5534.70,5553.25,137461008
314,2013-04-08,5550.50,5569.20,5537.05,5542.95,97021000
315,2013-04-09,5568.75,5603.05,5487.00,5495.10,138184992
316,2013-04-10,5536.25,5569.25,5477.20,5558.70,128559000
317,2013-04-11,5601.65,5610.65,5542.85,5594.00,146829008
318,2013-04-12,5520.70,5544.50,5494.90,5528.55,127323000
319,2013-04-15,5508.50,5592.85,5500.30,5568.40,142917984
320,2013-04-16,5562.45,5699.25,5555.85,5688.95,142678992
321,2013-04-17,5708.65,5732.15,5669.00,5688.70,154574992
322,2013-04-18,5682.70,5794.35,5681.85,5783.10,149882992
323,2013-04-22,5789.85,5844.85,5789.80,5834.40,135096000
324,2013-04-23,5843.10,5844.30,5791.55,5836.90,132218000
325,2013-04-25,5856.10,5924.60,5853.30,5916.30,199598000
326,2013-04-26,5899.75,5907.05,5860.50,5871.45,141312000
327,2013-04-29,5877.60,5918.65,5868.80,5904.10,118882000
328,2013-04-30,5932.60,5962.30,5867.80,5930.20,153186000
329,2013-05-02,5911.40,6019.45,5910.95,5999.35,162376000
330,2013-05-03,5993.50,6000.30,5930.15,5944.00,145754000
331,2013-05-06,5944.90,5976.50,5928.45,5971.05,110167000
332,2013-05-07,5983.45,6050.50,5982.95,6043.55,136373008
333,2013-05-08,6064.15,6083.55,6024.95,6069.30,122279000
334,2013-05-09,6078.35,6084.70,6040.45,6050.15,109997000
335,2013-05-10,6046.25,6105.30,6045.60,6094.75,111352000
336,2013-05-13,6098.20,6104.95,5972.90,5980.45,107949000
337,2013-05-14,5989.70,6026.20,5970.05,5995.40,119265000
338,2013-05-15,6018.85,6157.10,6018.85,6146.75,153892992
339,2013-05-16,6128.25,6187.30,6128.25,6169.90,158636000
340,2013-05-17,6172.95,6199.95,6146.15,6187.30,147280000
341,2013-05-20,6198.00,6229.45,6146.05,6156.90,122253000
342,2013-05-21,6152.35,6180.25,6102.35,6114.10,130589000
343,2013-05-22,6127.05,6147.60,6074.45,6094.50,133764000
344,2013-05-23,6050.40,6081.45,5955.70,5967.05,198930000
345,2013-05-24,6010.70,6015.30,5936.80,5983.55,161622992
346,2013-05-27,5989.40,6099.90,5975.55,6083.15,115115000
347,2013-05-28,6086.35,6127.65,6055.40,6111.25,139668992
348,2013-05-29,6120.45,6125.05,6069.80,6104.30,120205000
349,2013-05-30,6072.15,6133.75,6072.15,6124.05,194093008
350,2013-05-31,6098.70,6106.25,5975.55,5985.95,175312000
351,2013-06-03,5997.35,6011.00,5916.35,5939.30,112124000
352,2013-06-04,5941.10,5981.60,5910.25,5919.45,114451000
353,2013-06-05,5908.30,5935.20,5883.70,5923.85,110223000
354,2013-06-06,5895.00,5956.55,5869.50,5921.40,114175000
355,2013-06-07,5900.05,5972.70,5871.30,5881.00,118346000
356,2013-06-10,5907.90,5931.65,5857.40,5878.00,100130992
357,2013-06-11,5848.75,5868.05,5780.35,5788.80,180902000
358,2013-06-12,5771.75,5792.90,5738.60,5760.20,140394000
359,2013-06-13,5709.35,5729.85,5683.10,5699.10,142041008
360,2013-06-14,5748.95,5819.40,5739.40,5808.40,124410000
361,2013-06-17,5820.40,5854.90,5770.25,5850.05,107161000
362,2013-06-18,5841.90,5863.40,5804.30,5813.60,117541000
363,2013-06-19,5805.75,5828.40,5777.90,5822.25,115539000
364,2013-06-20,5754.15,5755.00,5645.65,5655.90,198400000
365,2013-06-21,5639.90,5686.15,5616.85,5667.65,182411008
366,2013-06-24,5638.05,5640.00,5566.25,5590.25,193488992
367,2013-06-25,5606.95,5666.25,5570.25,5609.10,196572000
368,2013-06-26,5627.95,5635.25,5579.35,5588.70,160096000
369,2013-06-27,5647.95,5699.35,5630.95,5682.35,239028992
370,2013-06-28,5749.50,5852.95,5749.50,5842.20,214402000
371,2013-07-01,5834.10,5904.35,5822.20,5898.85,144794000
372,2013-07-02,5885.50,5898.80,5852.30,5857.55,145722000
373,2013-07-03,5811.95,5815.00,5760.40,5770.90,160524000
374,2013-07-04,5794.75,5848.20,5786.05,5836.95,151928992
375,2013-07-05,5889.95,5900.45,5858.45,5867.90,123586000
376,2013-07-08,5833.15,5833.85,5775.55,5811.55,127625000
377,2013-07-09,5834.60,5864.95,5834.60,5859.00,110428000
378,2013-07-10,5869.90,5879.35,5802.85,5816.70,117516000
379,2013-07-11,5894.50,5948.85,5887.95,5935.10,120196000
380,2013-07-12,6000.50,6019.00,5951.15,6009.00,127707000
381,2013-07-15,5991.20,6038.20,5980.95,6030.80,116276000
382,2013-07-16,5930.80,5966.05,5910.95,5955.25,151162992
383,2013-07-17,5972.25,5989.80,5926.75,5973.30,191516000
384,2013-07-18,5984.70,6051.10,5974.55,6038.05,171728000
385,2013-07-19,6057.20,6066.85,6020.25,6029.20,163312000
386,2013-07-22,6009.75,6064.15,6004.25,6031.80,115168000
387,2013-07-23,6064.30,6093.35,6061.30,6077.80,126469000
388,2013-07-24,6032.20,6047.25,5962.60,5990.50,151932000
389,2013-07-25,5970.40,5990.65,5896.40,5907.50,237081008
390,2013-07-26,5937.95,5944.50,5869.50,5886.20,174536000
391,2013-07-29,5869.95,5886.00,5825.80,5831.65,173430992
392,2013-07-30,5836.05,5861.30,5747.60,5755.05,181488992
393,2013-07-31,5738.35,5752.10,5675.75,5742.00,235468992
394,2013-08-01,5776.90,5808.50,5676.85,5727.85,216762016
395,2013-08-02,5750.05,5761.85,5649.00,5677.90,222494000
396,2013-08-05,5682.40,5721.00,5661.50,5685.40,197168000
397,2013-08-06,5664.90,5664.90,5521.80,5542.25,216228000
398,2013-08-07,5549.30,5561.45,5486.85,5519.10,245011008
399,2013-08-08,5510.05,5577.60,5510.05,5565.65,204918992
400,2013-08-12,5606.70,5644.10,5557.10,5612.40,195708000
401,2013-08-13,5600.25,5704.75,5578.90,5699.30,222997008
402,2013-08-14,5715.40,5754.55,5690.20,5742.30,223656000
403,2013-08-16,5705.45,5716.60,5496.05,5507.85,248094000
404,2013-08-19,5497.55,5499.65,5360.65,5414.75,219673008
405,2013-08-20,5353.45,5417.80,5306.35,5401.45,261053008
406,2013-08-21,5494.45,5504.10,5268.45,5302.55,255004000
407,2013-08-22,5282.80,5418.95,5254.05,5408.45,284468992
408,2013-08-23,5428.75,5478.80,5377.80,5471.75,251512000
409,2013-08-26,5499.40,5528.70,5454.45,5476.50,241996000
410,2013-08-27,5426.50,5427.40,5274.25,5287.45,306036992
411,2013-08-28,5233.45,5317.70,5118.85,5285.00,335993984
412,2013-08-29,5316.50,5428.90,5303.00,5409.05,326499008
413,2013-08-30,5407.45,5493.30,5360.20,5471.80,336401984
414,2013-09-02,5480.25,5564.90,5478.85,5550.75,214232000
415,2013-09-03,5574.70,5580.95,5323.75,5341.45,250299008
416,2013-09-04,5358.65,5460.25,5318.90,5448.10,237230000
417,2013-09-05,5553.75,5625.75,5552.70,5592.95,274938016
418,2013-09-06,5617.45,5688.60,5566.15,5680.40,253031008
419,2013-09-10,5738.50,5904.85,5738.20,5896.75,275244000
420,2013-09-11,5887.25,5924.35,5832.70,5913.15,265007008
421,2013-09-12,5931.15,5932.00,5815.80,5850.70,272987008
422,2013-09-13,5828.00,5884.30,5822.90,5850.60,190768000
423,2013-09-16,5930.30,5957.25,5798.15,5840.55,219456000
424,2013-09-17,5824.20,5857.80,5804.90,5850.20,157939008
425,2013-09-18,5872.75,5916.90,5840.20,5899.45,153584992
426,2013-09-19,6044.15,6142.50,6040.15,6115.55,287192000
427,2013-09-20,6104.55,6130.95,5932.85,6012.10,318645024
428,2013-09-23,5945.80,5989.40,5871.40,5889.75,188323008
429,2013-09-24,5855.00,5938.40,5854.55,5892.45,187578016
430,2013-09-25,5901.55,5910.55,5811.10,5873.85,200162000
431,2013-09-26,5872.80,5917.65,5864.10,5882.25,220590000
432,2013-09-27,5905.55,5909.20,5819.30,5833.20,163068000
433,2013-09-30,5801.05,5810.20,5718.50,5735.30,155675008
434,2013-10-01,5756.10,5786.45,5700.95,5780.05,159247008
435,2013-10-03,5819.10,5917.60,5802.70,5909.70,199792992
436,2013-10-04,5891.30,5950.45,5885.00,5907.30,191468992
437,2013-10-07,5889.05,5912.00,5825.85,5906.15,156388000
438,2013-10-08,5975.00,5981.70,5913.00,5928.40,158528000
439,2013-10-09,5893.25,6015.50,5877.10,6007.45,192036992
440,2013-10-10,6001.05,6033.95,5979.80,6020.95,159606992
441,2013-10-11,6104.85,6107.60,6046.40,6096.20,180834000
442,2013-10-14,6093.00,6124.10,6082.90,6112.70,142174000
443,2013-10-15,6147.55,6156.30,6056.55,6089.05,218304000
444,2013-10-17,6098.50,6110.75,6032.55,6045.85,230561008
445,2013-10-18,6070.90,6201.45,6070.90,6189.35,250340000
446,2013-10-21,6202.00,6218.95,6163.30,6204.95,196988992
447,2013-10-22,6192.30,6220.10,6181.80,6202.80,161944000
448,2013-10-23,6209.55,6217.95,6116.60,6178.35,188284992
449,2013-10-24,6162.80,6252.45,6142.95,6164.35,148914000
450,2013-10-25,6154.00,6174.75,6125.95,6144.90,144530992
451,2013-10-28,6155.10,6168.75,6094.10,6101.10,146340688
452,2013-10-29,6107.55,6228.05,6079.20,6220.90,197348000
453,2013-10-30,6230.80,6269.20,6222.60,6251.70,177584000
454,2013-10-31,6237.15,6309.05,6235.90,6299.15,239607008
455,2013-11-01,6289.75,6332.60,6286.95,6307.20,191640000
456,2013-11-05,6282.15,6304.75,6244.30,6253.15,181054000
457,2013-11-06,6260.55,6269.70,6208.70,6215.15,157080000
458,2013-11-07,6228.90,6288.95,6180.80,6187.25,168832000
459,2013-11-08,6170.15,6185.15,6120.95,6140.75,150052000
460,2013-11-11,6110.40,6141.65,6067.75,6078.80,146060000
461,2013-11-12,6087.25,6108.70,6011.75,6018.05,153812992
462,2013-11-13,5998.85,6042.25,5972.45,5989.60,162538000
463,2013-11-14,6037.00,6101.65,6036.65,6056.15,154914000
464,2013-11-18,6111.05,6196.80,6110.40,6189.00,163990992
465,2013-11-19,6197.25,6212.40,6180.20,6203.35,161514000
466,2013-11-20,6186.85,6204.35,6106.95,6122.90,155794992
467,2013-11-21,6096.50,6097.35,5985.40,5999.05,137232000
468,2013-11-22,6027.35,6049.60,5972.80,5995.45,134756000
469,2013-11-25,6035.95,6123.50,6035.95,6115.35,127195000
470,2013-11-26,6099.25,6112.70,6047.75,6059.10,150661008
471,2013-11-27,6062.70,6074.00,6030.30,6057.10,124876000
